Filename,Touches
gpslogger/src/main/java/com/mendhak/gpslogger/views/GpsLogViewFragment.java,13
gpslogger/src/main/java/com/mendhak/gpslogger/views/GpsSimpleViewFragment.java,42
gpslogger/src/main/java/com/mendhak/gpslogger/common/OpenGTSClient.java,15
gpslogger/src/main/java/com/mendhak/gpslogger/views/GenericViewFragment.java,35
gpslogger/src/main/java/com/mendhak/gpslogger/views/GpsDetailedViewFragment.java,55
gpslogger/src/main/java/com/mendhak/gpslogger/settings/PerformanceSettingsFragment.java,16
gpslogger/src/main/java/com/mendhak/gpslogger/views/GpsBigViewFragment.java,23
gpslogger/src/main/java/com/mendhak/gpslogger/views/PermissionedFragment.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/views/PermissionedPreferenceFragment.java,5
gpslogger/src/main/res/drawable-mdpi/bitcoin.png,3
gpslogger/src/main/res/drawable-mdpi/github.png,2
gpslogger/src/main/res/layout/alertview.xml,5
gpslogger/src/test/java/com/mendhak/gpslogger/MediumInstrumentationTestRunner.java,3
gpslogger/src/test/java/com/mendhak/gpslogger/SmallInstrumentationTestRunner.java,4
gpslogger/src/test/java/com/mendhak/gpslogger/UtilitiesTests.java,17
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/FileLoggerTests.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/Gpx10FileLogger.java,14
gpslogger/src/main/java/com/mendhak/gpslogger/common/FileDialog/FolderSelectorDialog.java,8
gpslogger/src/main/java/com/mendhak/gpslogger/senders/IFileSender.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/senders/gdocs/GoogleDriveManager.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/senders/gdocs/GoogleDriveSettingsFragment.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/IMessageBoxCallback.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/common/IPreferenceValidation.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/IFileLogger.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/senders/gdocs/GoogleDriveJob.java,2
gpslogger/src/test/java/com/mendhak/gpslogger/UtilitiesTest.java,1
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/Gpx10AnnotateHandlerTest.java,1
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/Gpx10WriteHandlerTest.java,1
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/Kml22AnnotateHandlerTest.java,1
gpslogger/src/test/java/com/mendhak/gpslogger/NmeaSentenceTests.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/PreferenceNames.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/Kml22FileLogger.java,7
gpslogger/src/main/java/com/mendhak/gpslogger/senders/ftp/FtpHelper.java,13
